exp,method,benchmark,seed,final_regret,n_iters,distinct_regret,incumbent_improved,final_cost,lf_fraction,path
ko_mes_paper,SF-MES,Borehole_8D,42,51.648201929990535,100,9,,200.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Borehole_8D__seed42.json
ko_mes_paper,SF-MES,Borehole_8D,43,47.24182961545699,100,6,,200.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Borehole_8D__seed43.json
ko_mes_paper,SF-MES,Borehole_8D,44,24.591337275692013,100,3,,200.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Borehole_8D__seed44.json
ko_mes_paper,SF-MES,Borehole_8D,45,37.85385197123338,100,5,,200.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Borehole_8D__seed45.json
ko_mes_paper,SF-MES,Borehole_8D,46,33.95626799937452,100,5,,200.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Borehole_8D__seed46.json
ko_mes_paper,SF-MES,Currin_2D,42,0.000447256951856545,100,22,,300.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Currin_2D__seed42.json
ko_mes_paper,SF-MES,Currin_2D,43,0.00012013371638985859,100,12,,300.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Currin_2D__seed43.json
ko_mes_paper,SF-MES,Currin_2D,44,9.168656297120492e-05,100,14,,300.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Currin_2D__seed44.json
ko_mes_paper,SF-MES,Currin_2D,45,0.0002758125684589885,100,24,,300.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Currin_2D__seed45.json
ko_mes_paper,SF-MES,Currin_2D,46,0.00013322070927301866,100,24,,300.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Currin_2D__seed46.json
ko_mes_paper,SF-MES,Hartmann_6D,42,0.37141389812104686,100,11,,800.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Hartmann_6D__seed42.json
ko_mes_paper,SF-MES,Hartmann_6D,43,0.2873257762002699,100,6,,800.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Hartmann_6D__seed43.json
ko_mes_paper,SF-MES,Hartmann_6D,44,0.3292222438851029,100,7,,800.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Hartmann_6D__seed44.json
ko_mes_paper,SF-MES,Hartmann_6D,45,0.44886913318710375,100,9,,800.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Hartmann_6D__seed45.json
ko_mes_paper,SF-MES,Hartmann_6D,46,0.36866449377558785,100,11,,800.0,0.0,results/ko_mes_paper/checkpoints/SF-MES__Hartmann_6D__seed46.json
ko_mes_paper,summary_table,,,,,,,,,results/ko_mes_paper/summary_table.json
,mes_cost_benchmark,,,,,,,,,results/mes_cost_benchmark.json
mes_improvement_test,Ackley_2D,Ackley_2D,42,0.40581473417046654,8,2,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_Improvement__seed42.json
mes_improvement_test,Ackley_2D,Ackley_2D,43,0.036841932768599595,8,5,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_Improvement__seed43.json
mes_improvement_test,Ackley_2D,Ackley_2D,42,1.5781726213671736,8,5,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES_K30__seed42.json
mes_improvement_test,Ackley_2D,Ackley_2D,43,1.9848201418124458,8,7,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES_K30__seed43.json
mes_improvement_test,Ackley_2D,Ackley_2D,42,0.23671952747839642,8,4,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES_Quantile_K30__seed42.json
mes_improvement_test,Ackley_2D,Ackley_2D,43,0.10370231560487442,8,6,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES_Quantile_K30__seed43.json
mes_improvement_test,Ackley_2D,Ackley_2D,42,1.555745583497306,8,7,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES_Quantile__seed42.json
mes_improvement_test,Ackley_2D,Ackley_2D,43,0.24172423735851867,8,7,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES_Quantile__seed43.json
mes_improvement_test,Ackley_2D,Ackley_2D,42,2.3019995055071907,8,4,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES__seed42.json
mes_improvement_test,Ackley_2D,Ackley_2D,43,0.7616370300670536,8,7,,,,results/mes_improvement_test/checkpoints/Ackley_2D__DRO_MES__seed43.json
mes_improvement_test,Eggholder,,42,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_Improvement__seed42.json
mes_improvement_test,Eggholder,,43,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_Improvement__seed43.json
mes_improvement_test,Eggholder,,42,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES_K30__seed42.json
mes_improvement_test,Eggholder,,43,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES_K30__seed43.json
mes_improvement_test,Eggholder,,42,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES_Quantile_K30__seed42.json
mes_improvement_test,Eggholder,,43,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES_Quantile_K30__seed43.json
mes_improvement_test,Eggholder,,42,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES_Quantile__seed42.json
mes_improvement_test,Eggholder,,43,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES_Quantile__seed43.json
mes_improvement_test,Eggholder,,42,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES__seed42.json
mes_improvement_test,Eggholder,,43,485.63871733415516,8,1,,,,results/mes_improvement_test/checkpoints/Eggholder__DRO_MES__seed43.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,42,2.193617472339527,8,2,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_Improvement__seed42.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,43,2.127063094736726,8,1,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_Improvement__seed43.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,42,1.9423613674210545,8,1,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES_K30__seed42.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,43,2.127063094736726,8,1,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES_K30__seed43.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,42,2.7690990944543885,8,1,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES_Quantile_K30__seed42.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,43,1.957035427295701,8,2,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES_Quantile_K30__seed43.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,42,2.583565870604183,8,4,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES_Quantile__seed42.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,43,1.8866226966537651,8,3,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES_Quantile__seed43.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,42,2.0639712108739543,8,2,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES__seed42.json
mes_improvement_test,Hartmann_6D,Hartmann_6D,43,2.127063094736726,8,1,,,,results/mes_improvement_test/checkpoints/Hartmann_6D__DRO_MES__seed43.json
mes_improvement_validation,Ackley_2D,Ackley_2D,42,0.01718215983086724,50,11,,,,results/mes_improvement_validation/checkpoints/Ackley_2D__DRO_Improvement__seed42.json
mes_improvement_validation,Ackley_2D,Ackley_2D,43,0.02145091856154524,50,10,,,,results/mes_improvement_validation/checkpoints/Ackley_2D__DRO_Improvement__seed43.json
mes_improvement_validation,Ackley_2D,Ackley_2D,44,0.010076502341676008,50,9,,,,results/mes_improvement_validation/checkpoints/Ackley_2D__DRO_Improvement__seed44.json
mes_reward,Ackley_2D,Ackley_2D,42,0.13032574182069157,50,7,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_Improvement__seed42.json
mes_reward,Ackley_2D,Ackley_2D,43,0.033105165134895476,50,14,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_Improvement__seed43.json
mes_reward,Ackley_2D,Ackley_2D,44,0.24347441681777982,50,11,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_Improvement__seed44.json
mes_reward,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_Improvement__seed45.json
mes_reward,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_Improvement__seed46.json
mes_reward,Ackley_2D,Ackley_2D,42,0.1378789873217774,50,7,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_MES__seed42.json
mes_reward,Ackley_2D,Ackley_2D,43,0.08785566481846674,50,14,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_MES__seed43.json
mes_reward,Ackley_2D,Ackley_2D,44,0.012114712862807853,50,12,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_MES__seed44.json
mes_reward,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_MES__seed45.json
mes_reward,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/mes_reward/checkpoints/Ackley_2D__DRO_MES__seed46.json
mes_reward,Ackley_2D,Ackley_2D,42,0.9013499429437961,50,10,,,,results/mes_reward/checkpoints/Ackley_2D__NaiveBO__seed42.json
mes_reward,Ackley_2D,Ackley_2D,43,0.6209143619599016,50,15,,,,results/mes_reward/checkpoints/Ackley_2D__NaiveBO__seed43.json
mes_reward,Ackley_2D,Ackley_2D,44,3.0029912943447568,50,8,,,,results/mes_reward/checkpoints/Ackley_2D__NaiveBO__seed44.json
mes_reward,Ackley_2D,Ackley_2D,45,1.8801003161402616,50,7,,,,results/mes_reward/checkpoints/Ackley_2D__NaiveBO__seed45.json
mes_reward,Ackley_2D,Ackley_2D,46,2.0096156033956345,50,13,,,,results/mes_reward/checkpoints/Ackley_2D__NaiveBO__seed46.json
mes_reward,Ackley_5D,Ackley_5D,42,4.440892098500626e-16,50,1,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_Improvement__seed42.json
mes_reward,Ackley_5D,Ackley_5D,43,0.011005090440296517,50,25,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_Improvement__seed43.json
mes_reward,Ackley_5D,Ackley_5D,44,0.04411819372395742,50,22,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_Improvement__seed44.json
mes_reward,Ackley_5D,Ackley_5D,45,0.026779388332091703,50,31,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_Improvement__seed45.json
mes_reward,Ackley_5D,Ackley_5D,46,0.014293271707864097,50,31,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_Improvement__seed46.json
mes_reward,Ackley_5D,Ackley_5D,42,4.440892098500626e-16,50,1,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_MES__seed42.json
mes_reward,Ackley_5D,Ackley_5D,43,0.024407160851894094,50,24,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_MES__seed43.json
mes_reward,Ackley_5D,Ackley_5D,44,0.03907467995493308,50,26,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_MES__seed44.json
mes_reward,Ackley_5D,Ackley_5D,45,0.02667917731173519,50,24,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_MES__seed45.json
mes_reward,Ackley_5D,Ackley_5D,46,0.008056227880669287,50,32,,,,results/mes_reward/checkpoints/Ackley_5D__DRO_MES__seed46.json
mes_reward,Ackley_5D,Ackley_5D,42,1.467480564856889,50,8,,,,results/mes_reward/checkpoints/Ackley_5D__NaiveBO__seed42.json
mes_reward,Ackley_5D,Ackley_5D,43,2.2811961971242245,50,14,,,,results/mes_reward/checkpoints/Ackley_5D__NaiveBO__seed43.json
mes_reward,Ackley_5D,Ackley_5D,44,2.5012559763402646,50,9,,,,results/mes_reward/checkpoints/Ackley_5D__NaiveBO__seed44.json
mes_reward,Ackley_5D,Ackley_5D,45,2.244375741509565,50,14,,,,results/mes_reward/checkpoints/Ackley_5D__NaiveBO__seed45.json
mes_reward,Ackley_5D,Ackley_5D,46,1.7318606499475746,50,10,,,,results/mes_reward/checkpoints/Ackley_5D__NaiveBO__seed46.json
mes_reward,Currin_2D,Currin_2D,42,1.3882344427815934,50,2,,,,results/mes_reward/checkpoints/Currin_2D__DRO_Improvement__seed42.json
mes_reward,Currin_2D,Currin_2D,43,0.24287356374336433,50,1,,,,results/mes_reward/checkpoints/Currin_2D__DRO_Improvement__seed43.json
mes_reward,Currin_2D,Currin_2D,44,0.48374651455287143,50,2,,,,results/mes_reward/checkpoints/Currin_2D__DRO_Improvement__seed44.json
mes_reward,Currin_2D,Currin_2D,45,0.5259154814075941,50,1,,,,results/mes_reward/checkpoints/Currin_2D__DRO_Improvement__seed45.json
mes_reward,Currin_2D,Currin_2D,46,0.01345523911207458,50,6,,,,results/mes_reward/checkpoints/Currin_2D__DRO_Improvement__seed46.json
mes_reward,Currin_2D,Currin_2D,42,2.4833249309140477,50,1,,,,results/mes_reward/checkpoints/Currin_2D__DRO_MES__seed42.json
mes_reward,Currin_2D,Currin_2D,43,1.624371722463991e-05,50,4,,,,results/mes_reward/checkpoints/Currin_2D__DRO_MES__seed43.json
mes_reward,Currin_2D,Currin_2D,44,1.6548010379383822,50,2,,,,results/mes_reward/checkpoints/Currin_2D__DRO_MES__seed44.json
mes_reward,Currin_2D,Currin_2D,45,0.046918763372758576,50,1,,,,results/mes_reward/checkpoints/Currin_2D__DRO_MES__seed45.json
mes_reward,Currin_2D,Currin_2D,46,0.14568584885463665,50,1,,,,results/mes_reward/checkpoints/Currin_2D__DRO_MES__seed46.json
mes_reward,Currin_2D,Currin_2D,42,0.049454577286871526,50,16,,,,results/mes_reward/checkpoints/Currin_2D__NaiveBO__seed42.json
mes_reward,Currin_2D,Currin_2D,43,0.001986919544615162,50,20,,,,results/mes_reward/checkpoints/Currin_2D__NaiveBO__seed43.json
mes_reward,Currin_2D,Currin_2D,44,0.04148387538072562,50,10,,,,results/mes_reward/checkpoints/Currin_2D__NaiveBO__seed44.json
mes_reward,Currin_2D,Currin_2D,45,0.0006217498728613435,50,30,,,,results/mes_reward/checkpoints/Currin_2D__NaiveBO__seed45.json
mes_reward,Currin_2D,Currin_2D,46,9.978242696107031e-06,50,8,,,,results/mes_reward/checkpoints/Currin_2D__NaiveBO__seed46.json
mes_reward,Hartmann_6D,Hartmann_6D,42,2.5097787119520336,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_Improvement__seed42.json
mes_reward,Hartmann_6D,Hartmann_6D,43,1.9042991599553198,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_Improvement__seed43.json
mes_reward,Hartmann_6D,Hartmann_6D,44,2.377186423978743,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_Improvement__seed44.json
mes_reward,Hartmann_6D,Hartmann_6D,45,2.6577964655466433,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_Improvement__seed45.json
mes_reward,Hartmann_6D,Hartmann_6D,46,2.848149159637333,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_Improvement__seed46.json
mes_reward,Hartmann_6D,Hartmann_6D,42,2.3955491503281428,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_MES__seed42.json
mes_reward,Hartmann_6D,Hartmann_6D,43,1.7748756273316293,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_MES__seed43.json
mes_reward,Hartmann_6D,Hartmann_6D,44,2.377186423978743,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_MES__seed44.json
mes_reward,Hartmann_6D,Hartmann_6D,45,2.6577964655466433,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_MES__seed45.json
mes_reward,Hartmann_6D,Hartmann_6D,46,2.7143249328609267,50,1,,,,results/mes_reward/checkpoints/Hartmann_6D__DRO_MES__seed46.json
mes_reward,Hartmann_6D,Hartmann_6D,42,0.056296673899169036,50,15,,,,results/mes_reward/checkpoints/Hartmann_6D__NaiveBO__seed42.json
mes_reward,Hartmann_6D,Hartmann_6D,43,0.1323972777395599,50,15,,,,results/mes_reward/checkpoints/Hartmann_6D__NaiveBO__seed43.json
mes_reward,Hartmann_6D,Hartmann_6D,44,0.042313267690991196,50,17,,,,results/mes_reward/checkpoints/Hartmann_6D__NaiveBO__seed44.json
mes_reward,Hartmann_6D,Hartmann_6D,45,1.1251755509321404,50,18,,,,results/mes_reward/checkpoints/Hartmann_6D__NaiveBO__seed45.json
mes_reward,Hartmann_6D,Hartmann_6D,46,0.060915864192296,50,13,,,,results/mes_reward/checkpoints/Hartmann_6D__NaiveBO__seed46.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,42,56.529055819040224,50,4,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_Improvement__seed42.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,43,1781.9344355598616,50,3,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_Improvement__seed43.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,44,3.41668147293188,50,5,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_Improvement__seed44.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,45,0.24830492138940746,50,2,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_Improvement__seed45.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,46,8.05143728727814,50,4,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_Improvement__seed46.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,42,2.0639961973723002,50,8,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_MES__seed42.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,43,0.4892269904667946,50,5,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_MES__seed43.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,44,0.294772977527071,50,2,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_MES__seed44.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,45,0.9670339666978179,50,9,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_MES__seed45.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,46,0.12413333176841408,50,7,,,,results/mes_reward/checkpoints/Rosenbrock_2D__DRO_MES__seed46.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,42,6.623645366435156,50,2,,,,results/mes_reward/checkpoints/Rosenbrock_2D__NaiveBO__seed42.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,43,7.034046587897585,50,5,,,,results/mes_reward/checkpoints/Rosenbrock_2D__NaiveBO__seed43.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,44,1.4481255673815432,50,6,,,,results/mes_reward/checkpoints/Rosenbrock_2D__NaiveBO__seed44.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,45,5.4710422909626395,50,5,,,,results/mes_reward/checkpoints/Rosenbrock_2D__NaiveBO__seed45.json
mes_reward,Rosenbrock_2D,Rosenbrock_2D,46,4.919561935581343,50,7,,,,results/mes_reward/checkpoints/Rosenbrock_2D__NaiveBO__seed46.json
mes_switching,Ackley_2D,Ackley_2D,42,1.4611021501644044,50,5,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-Impr__seed42.json
mes_switching,Ackley_2D,Ackley_2D,43,0.6727675934843842,50,8,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-Impr__seed43.json
mes_switching,Ackley_2D,Ackley_2D,44,1.5524493307755134,50,9,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-Impr__seed44.json
mes_switching,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-Impr__seed45.json
mes_switching,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-Impr__seed46.json
mes_switching,Ackley_2D,Ackley_2D,42,0.9943014220048423,50,7,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-MES__seed42.json
mes_switching,Ackley_2D,Ackley_2D,43,0.14163885232973827,50,9,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-MES__seed43.json
mes_switching,Ackley_2D,Ackley_2D,44,0.05982859365188675,50,8,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-MES__seed44.json
mes_switching,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-MES__seed45.json
mes_switching,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-EI-MES__seed46.json
mes_switching,Ackley_2D,Ackley_2D,42,0.1390301322663885,50,9,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-Impr__seed42.json
mes_switching,Ackley_2D,Ackley_2D,43,0.08753312181956874,50,8,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-Impr__seed43.json
mes_switching,Ackley_2D,Ackley_2D,44,0.2084105444541291,50,7,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-Impr__seed44.json
mes_switching,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-Impr__seed45.json
mes_switching,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-Impr__seed46.json
mes_switching,Ackley_2D,Ackley_2D,42,0.03594868547246266,50,10,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-MES__seed42.json
mes_switching,Ackley_2D,Ackley_2D,43,0.15015558263629147,50,11,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-MES__seed43.json
mes_switching,Ackley_2D,Ackley_2D,44,0.26100720187274407,50,10,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-MES__seed44.json
mes_switching,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-MES__seed45.json
mes_switching,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_2D__DRO-MES-MES__seed46.json
mes_switching,Ackley_2D,Ackley_2D,42,0.9013499429437961,50,10,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-EI__seed42.json
mes_switching,Ackley_2D,Ackley_2D,43,0.6209143619599016,50,15,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-EI__seed43.json
mes_switching,Ackley_2D,Ackley_2D,44,3.0029912943447568,50,8,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-EI__seed44.json
mes_switching,Ackley_2D,Ackley_2D,45,1.8801003161402616,50,7,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-EI__seed45.json
mes_switching,Ackley_2D,Ackley_2D,46,2.0096156033956345,50,13,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-EI__seed46.json
mes_switching,Ackley_2D,Ackley_2D,42,1.0767711796522197,50,11,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-MES__seed42.json
mes_switching,Ackley_2D,Ackley_2D,43,18.66443007639264,50,3,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-MES__seed43.json
mes_switching,Ackley_2D,Ackley_2D,44,0.40625201638659236,50,9,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-MES__seed44.json
mes_switching,Ackley_2D,Ackley_2D,45,0.4008712220798043,50,13,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-MES__seed45.json
mes_switching,Ackley_2D,Ackley_2D,46,0.19147183270401458,50,14,,,,results/mes_switching/checkpoints/Ackley_2D__NaiveBO-MES__seed46.json
mes_switching,Ackley_5D,Ackley_5D,42,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_5D__DRO-EI-Impr__seed42.json
mes_switching,Ackley_5D,Ackley_5D,43,0.07543525579377475,50,15,,,,results/mes_switching/checkpoints/Ackley_5D__DRO-EI-Impr__seed43.json
mes_switching,Ackley_5D,Ackley_5D,44,0.08753297373485269,50,16,,,,results/mes_switching/checkpoints/Ackley_5D__DRO-EI-Impr__seed44.json
mes_switching,Ackley_5D,Ackley_5D,45,0.05070961753821779,50,14,,,,results/mes_switching/checkpoints/Ackley_5D__DRO-EI-Impr__seed45.json
mes_switching,Ackley_5D,Ackley_5D,46,0.04026193052892113,50,18,,,,results/mes_switching/checkpoints/Ackley_5D__DRO-EI-Impr__seed46.json
mes_switching,Ackley_5D,Ackley_5D,42,4.440892098500626e-16,50,1,,,,results/mes_switching/checkpoints/Ackley_5D__DRO-EI-MES__seed42.json
